# access control bulk log — generated
# timezone: Asia/Seoul
2024-07-28T19:42:40+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T19:42:45+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T19:43:00+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:43:12+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:43:20+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=EXIT
2024-07-28T19:43:23+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=PING
2024-07-28T19:43:39+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T19:43:50+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-28T19:43:57+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:43:58+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:44:00+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-28T19:44:03+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-28T19:44:09+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:44:15+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:44:30+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=PING
2024-07-28T19:44:31+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-28T19:44:42+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=PING
2024-07-28T19:44:50+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:44:51+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=PING
2024-07-28T19:45:07+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=DENIED
2024-07-28T19:45:09+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-28T19:45:32+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:45:35+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:45:37+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-28T19:45:47+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:46:03+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:46:07+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=DENIED
2024-07-28T19:46:10+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T19:46:21+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T19:46:23+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T19:46:29+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:46:35+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:46:39+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=PING
2024-07-28T19:46:40+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=ENTER
2024-07-28T19:46:40+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:46:52+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-28T19:46:57+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=ENTER
2024-07-28T19:46:58+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:47:12+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:47:14+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=EXIT
2024-07-28T19:47:19+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=ENTER
2024-07-28T19:47:44+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=EXIT
2024-07-28T19:47:50+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:47:58+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=PING
2024-07-28T19:48:01+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:48:08+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:48:13+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:48:21+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:48:33+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:48:45+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T19:48:46+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:48:49+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=PING
2024-07-28T19:49:04+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:49:13+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:49:29+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:49:32+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:49:38+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:49:49+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:49:59+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T19:50:01+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=PING
2024-07-28T19:50:14+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:50:19+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:50:28+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=PING
2024-07-28T19:50:32+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:50:44+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T19:50:52+09:00 badge=E-F name=한과장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:51:00+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T19:51:00+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:51:06+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:51:21+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T19:51:31+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:51:42+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:51:44+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:51:47+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:52:06+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:52:15+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=PING
2024-07-28T19:52:27+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=PING
2024-07-28T19:52:27+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:52:29+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=PING
2024-07-28T19:52:32+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T19:52:39+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:52:51+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:52:56+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:53:10+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=PING
2024-07-28T19:53:19+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:53:33+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=DENIED
2024-07-28T19:53:34+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=PING
2024-07-28T19:53:45+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-28T19:53:54+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=DENIED
2024-07-28T19:54:09+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:54:21+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T19:54:23+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=EXIT
2024-07-28T19:54:26+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=DENIED
2024-07-28T19:54:39+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:54:43+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=EXIT
2024-07-28T19:54:49+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=PING
2024-07-28T19:55:05+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:55:09+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=PING
2024-07-28T19:55:10+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=ENTER
2024-07-28T19:55:21+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T19:55:30+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T19:55:42+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=PING
2024-07-28T19:55:46+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-28T19:55:54+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:56:11+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-28T19:56:16+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=PING
2024-07-28T19:56:17+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-28T19:56:27+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=PING
2024-07-28T19:56:34+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T19:56:43+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=EXIT
2024-07-28T19:56:53+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:56:54+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=ENTER
2024-07-28T19:57:00+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T19:57:05+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=ENTER
2024-07-28T19:57:25+09:00 badge=E-B name=이대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T19:57:38+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-28T19:57:43+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T19:57:49+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=ENTER
2024-07-28T19:57:49+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-28T19:58:02+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T19:58:19+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T19:58:22+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T19:58:39+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=ENTER
2024-07-28T19:59:01+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-28T19:59:04+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T19:59:06+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T19:59:12+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T19:59:27+09:00 badge=E-J name=조연구원 auth=badge door=lobby ACTION=DENIED
2024-07-28T19:59:50+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=EXIT
2024-07-28T19:59:51+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T19:59:55+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T19:59:59+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:00:13+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T20:00:22+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:00:22+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-28T20:00:32+09:00 badge=E-C name=박신입 auth=badge door=lobby ACTION=ENTER
2024-07-28T20:00:53+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:00:56+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=PING
2024-07-28T20:01:04+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:01:07+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:01:17+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:01:23+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:01:32+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-28T20:01:49+09:00 badge=E-C name=박신입 auth=badge door=parking ACTION=ENTER
2024-07-28T20:01:51+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-28T20:01:59+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:02:14+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:02:20+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:02:23+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:02:31+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=ENTER
2024-07-28T20:02:50+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T20:02:58+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=EXIT
2024-07-28T20:02:58+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-28T20:03:07+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:03:16+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:03:19+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:03:27+09:00 badge=E-G name=오주임 auth=badge door=parking ACTION=DENIED
2024-07-28T20:03:50+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=PING
2024-07-28T20:03:53+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:04:07+09:00 badge=E-G name=오주임 auth=badge door=lab ACTION=DENIED
2024-07-28T20:04:24+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=ENTER
2024-07-28T20:04:25+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:04:28+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-28T20:04:31+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-28T20:04:46+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T20:04:59+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=DENIED
2024-07-28T20:05:01+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=EXIT
2024-07-28T20:05:21+09:00 badge=E-F name=한과장 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:05:24+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:05:27+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=ENTER
2024-07-28T20:05:36+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:05:45+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T20:06:12+09:00 badge=E-H name=신인턴 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:06:19+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:06:21+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=PING
2024-07-28T20:06:50+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=DENIED
2024-07-28T20:06:58+09:00 badge=E-H name=신인턴 auth=badge door=lab ACTION=DENIED
2024-07-28T20:07:06+09:00 badge=E-E name=정대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:07:12+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:07:14+09:00 badge=E-J name=조연구원 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:07:18+09:00 badge=E-A name=김팀장 auth=badge door=parking ACTION=PING
2024-07-28T20:07:37+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:07:41+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:07:53+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:08:21+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:08:24+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=PING
2024-07-28T20:08:27+09:00 badge=E-J name=조연구원 auth=badge door=lab ACTION=DENIED
2024-07-28T20:09:02+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=DENIED
2024-07-28T20:09:04+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=EXIT
2024-07-28T20:09:06+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:09:09+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-28T20:09:17+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T20:09:40+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:09:45+09:00 badge=E-D name=윤사원 auth=badge door=parking ACTION=EXIT
2024-07-28T20:09:46+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:10:22+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=PING
2024-07-28T20:10:25+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=PING
2024-07-28T20:10:27+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=PING
2024-07-28T20:10:37+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=ENTER
2024-07-28T20:10:50+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:11:00+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T20:11:17+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:11:21+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:11:29+09:00 badge=E-B name=이대리 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:11:55+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:12:03+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=PING
2024-07-28T20:12:07+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-28T20:12:28+09:00 badge=E-H name=신인턴 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T20:12:29+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=DENIED
2024-07-28T20:12:36+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:12:39+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:12:52+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:13:14+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T20:13:17+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:13:22+09:00 badge=E-D name=윤사원 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:13:43+09:00 badge=E-B name=이대리 auth=badge door=parking ACTION=PING
2024-07-28T20:13:50+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:13:51+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=DENIED
2024-07-28T20:14:04+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:14:09+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:14:09+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:14:30+09:00 badge=E-C name=박신입 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:14:39+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=PING
2024-07-28T20:14:42+09:00 badge=E-B name=이대리 auth=badge door=lab ACTION=PING
2024-07-28T20:14:56+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:15:00+09:00 badge=E-J name=조연구원 auth=badge door=server_room ACTION=DENIED
2024-07-28T20:15:18+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T20:15:26+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T20:15:36+09:00 badge=E-D name=윤사원 auth=badge door=server_room ACTION=DENIED
2024-07-28T20:15:42+09:00 badge=E-B name=이대리 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:15:51+09:00 badge=E-H name=신인턴 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:15:51+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=DENIED
2024-07-28T20:16:05+09:00 badge=E-I name=배수석 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:16:13+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T20:16:19+09:00 badge=E-C name=박신입 auth=badge door=lab ACTION=DENIED
2024-07-28T20:16:36+09:00 badge=E-E name=정대리 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:16:36+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:16:44+09:00 badge=E-E name=정대리 auth=badge door=lab ACTION=PING
2024-07-28T20:16:47+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:16:49+09:00 badge=E-J name=조연구원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:16:50+09:00 badge=E-F name=한과장 auth=badge door=lobby ACTION=ENTER
2024-07-28T20:17:06+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:17:17+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:17:26+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:17:40+09:00 badge=E-J name=조연구원 auth=badge door=parking ACTION=PING
2024-07-28T20:17:49+09:00 badge=E-I name=배수석 auth=badge door=lobby ACTION=PING
2024-07-28T20:17:55+09:00 badge=E-A name=김팀장 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:18:10+09:00 badge=E-F name=한과장 auth=badge door=parking ACTION=EXIT
2024-07-28T20:18:21+09:00 badge=E-I name=배수석 auth=badge door=parking ACTION=EXIT
2024-07-28T20:18:25+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:18:26+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=PING
2024-07-28T20:18:32+09:00 badge=E-A name=김팀장 auth=badge door=lounge ACTION=PING
2024-07-28T20:18:43+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:19:01+09:00 badge=E-I name=배수석 auth=badge door=server_room ACTION=DENIED
2024-07-28T20:19:04+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:19:08+09:00 badge=E-E name=정대리 auth=badge door=server_room ACTION=DENIED
2024-07-28T20:19:22+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=DENIED
2024-07-28T20:19:32+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=PING
2024-07-28T20:19:36+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=ENTER
2024-07-28T20:19:41+09:00 badge=E-E name=정대리 auth=badge door=lobby ACTION=PING
2024-07-28T20:19:42+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=EXIT
2024-07-28T20:19:43+09:00 badge=E-D name=윤사원 auth=badge door=lobby ACTION=EXIT
2024-07-28T20:20:17+09:00 badge=E-G name=오주임 auth=badge door=lobby ACTION=PING
2024-07-28T20:20:17+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=EXIT
2024-07-28T20:20:21+09:00 badge=E-H name=신인턴 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:20:27+09:00 badge=E-F name=한과장 auth=badge door=server_room ACTION=EXIT
2024-07-28T20:20:40+09:00 badge=E-B name=이대리 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:20:44+09:00 badge=E-C name=박신입 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:20:56+09:00 badge=E-D name=윤사원 auth=badge door=office_floor3 ACTION=DENIED
2024-07-28T20:21:06+09:00 badge=E-G name=오주임 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:21:22+09:00 badge=E-F name=한과장 auth=badge door=lab ACTION=PING
2024-07-28T20:21:24+09:00 badge=E-I name=배수석 auth=badge door=lab ACTION=ENTER
2024-07-28T20:21:32+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=ENTER
2024-07-28T20:21:39+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=EXIT
2024-07-28T20:22:01+09:00 badge=E-G name=오주임 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:22:08+09:00 badge=E-I name=배수석 auth=badge door=lounge ACTION=EXIT
2024-07-28T20:22:24+09:00 badge=E-C name=박신입 auth=badge door=lounge ACTION=DENIED
2024-07-28T20:22:27+09:00 badge=E-H name=신인턴 auth=badge door=parking ACTION=PING
2024-07-28T20:22:37+09:00 badge=E-E name=정대리 auth=badge door=parking ACTION=ENTER
2024-07-28T20:22:41+09:00 badge=E-D name=윤사원 auth=badge door=lab ACTION=EXIT
2024-07-28T20:22:58+09:00 badge=E-G name=오주임 auth=badge door=server_room ACTION=ENTER
2024-07-28T20:23:06+09:00 badge=E-A name=김팀장 auth=badge door=lab ACTION=EXIT
2024-07-28T20:23:06+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=ENTER
2024-07-28T20:23:30+09:00 badge=E-A name=김팀장 auth=badge door=office_floor3 ACTION=EXIT
